Job ID,Crop Type,Price,Quantity,Location,Supply,Demand
104,Corn,0.439,42,Guatemala,70,160
105,Coffee,4.65,455,Ivory Coast,111,104
106,Wheat,0.4525,358,Guatemala,79,130
107,Corn,0.369,477,Guatemala,121,138
108,Wheat,0.4644,378,Panema,79,131
109,Wheat,0.4518,484,Panema,101,127
110,Coffee,4.74,78,Ivory Coast,109,112
111,Wheat,0.4519,45,Ivory Coast,137,153
112,Corn,0.367,162,Panema,111,126
113,Coffee,4.75,130,Guatemala,50,99
114,Corn,0.437,98,Guatemala,53,109
115,Coffee,4.76,205,Panema,73,125
116,Corn,0.372,387,Panema,62,110
117,Cacao,1.7363,142,Guatemala,73,127
118,Cacao,1.7509,299,Ivory Coast,70,101
119,Corn,0.387,53,Ivory Coast,111,115
120,Wheat,0.3708,332,Ghana,139,94
121,Coffee,4.8,386,Ivory Coast,52,152
122,Coffee,4.75,407,Panema,124,157
123,Coffee,4.78,307,Ghana,54,124
124,Wheat,0.4986,297,Ghana,55,111
125,Wheat,0.4599,155,Guatemala,140,141
126,Corn,0.384,209,Ghana,92,115
127,Wheat,0.4646,224,Ghana,103,117
128,Wheat,0.4649,361,Ivory Coast,63,101
129,Cacao,1.7366,463,Ivory Coast,136,145
130,Coffee,4.76,95,Panema,100,122
131,Cacao,1.747,25,Ivory Coast,136,155
132,Wheat,0.4603,265,Ghana,110,143
133,Corn,0.373,346,Ivory Coast,70,97
134,Cacao,1.8092,58,Ghana,55,127
135,Cacao,1.736,142,Panema,102,151
136,Wheat,0.383,25,Guatemala,133,111
137,Corn,0.374,212,Ivory Coast,146,148
138,Wheat,0.3835,319,Ghana,146,117
139,Corn,0.427,212,Ivory Coast,63,126
140,Coffee,4.75,252,Ivory Coast,128,163
141,Wheat,0.4517,289,Ghana,57,110
142,Corn,0.369,350,Panema,111,149
143,Wheat,0.4642,268,Guatemala,61,104
144,Cacao,1.7964,322,Ivory Coast,61,154
145,Coffee,4.73,490,Panema,118,121
146,Corn,0.373,64,Panema,97,121
147,Corn,0.381,305,Guatemala,128,155
148,Corn,0.416,149,Ivory Coast,63,152
149,Cacao,1.743,165,Ghana,91,121
150,Wheat,0.4525,206,Panema,91,147
151,Corn,0.38,162,Panema,128,161
152,Cacao,1.7599,232,Ivory Coast,79,157
153,Cacao,1.6794,476,Ghana,131,100
154,Cacao,1.7571,260,Guatemala,120,149
155,Cacao,1.6595,358,Panema,145,116
156,Cacao,1.7384,118,Guatemala,127,149
157,Corn,0.389,361,Ivory Coast,93,104
158,Cacao,1.7514,459,Ivory Coast,113,164
159,Coffee,4.74,411,Guatemala,113,118
160,Cacao,1.7407,202,Ghana,139,167
161,Wheat,0.4602,441,Guatemala,84,126
162,Corn,0.387,239,Ivory Coast,82,96
163,Wheat,0.5035,70,Ivory Coast,64,153
164,Cacao,1.7418,313,Guatemala,98,109
165,Coffee,4.75,220,Ivory Coast,53,98
166,Corn,0.387,376,Ivory Coast,88,128
167,Cacao,1.8044,177,Panema,60,142
168,Wheat,0.4534,32,Panema,116,123
169,Cacao,1.7514,79,Ghana,113,122
170,Wheat,0.4647,148,Panema,118,152
171,Cacao,1.7909,217,Panema,58,152
172,Wheat,0.3809,480,Ivory Coast,138,106
173,Corn,0.38,483,Ghana,66,108
174,Wheat,0.4578,198,Panema,101,112
175,Cacao,1.6575,256,Panema,134,127
176,Cacao,1.66,267,Ghana,118,114
177,Coffee,4.75,382,Ivory Coast,137,150
178,Corn,0.434,254,Ivory Coast,56,123
179,Wheat,0.4493,436,Panema,123,145
180,Coffee,4.73,60,Guatemala,78,126
181,Wheat,0.3743,351,Guatemala,147,139
182,Cacao,1.6549,452,Ghana,123,107
183,Coffee,4.75,130,Ivory Coast,132,157
184,Corn,0.42,98,Ghana,60,152
185,Corn,0.387,421,Panema,85,165
186,Wheat,0.4647,125,Guatemala,82,111
187,Wheat,0.3785,233,Ivory Coast,134,108
188,Coffee,4.76,161,Ghana,79,116
189,Wheat,0.3849,377,Panema,146,121
190,Wheat,0.3709,138,Panema,147,135
191,Corn,0.421,199,Guatemala,56,160
192,Cacao,1.7471,45,Ghana,81,157
193,Wheat,0.4522,249,Ghana,106,141
194,Cacao,1.7378,80,Ivory Coast,95,114
195,Coffee,4.79,355,Ghana,73,157
196,Wheat,0.455,141,Ivory Coast,112,159
197,Wheat,0.4536,389,Panema,96,141
198,Corn,0.382,481,Panema,103,115
199,Wheat,0.4491,178,Ghana,115,139
