Job ID,Crop Type,Price,Quantity,Location
112,Coffee,0.29,77,Guatemala
113,Wheat,0.43,178,Ghana
114,Wheat,0.46,99,Ghana
115,Wheat,0.49,413,Ghana
116,Cocoa,1.86,320,Ivory Coast
117,Wheat,0.46,49,Ghana
118,Cocoa,1.97,144,Ivory Coast
119,Wheat,0.47,85,Ghana
120,Corn,0.35,266,Panema
121,Cocoa,1.84,368,Ivory Coast
122,Corn,0.38,197,Panema
123,Cocoa,1.85,122,Ivory Coast
124,Corn,0.28,308,Panema
125,Cocoa,1.82,37,Ivory Coast
126,Corn,0.38,111,Panema
127,Coffee,0.33,21,Guatemala
128,Coffee,0.36,40,Guatemala
129,Wheat,0.41,238,Ghana
130,Wheat,0.45,475,Ghana
131,Corn,0.36,134,Panema
132,Cocoa,1.82,47,Ivory Coast
133,Coffee,0.31,282,Guatemala
134,Coffee,0.39,212,Guatemala
135,Corn,0.34,319,Panema
136,Wheat,0.43,241,Ghana
137,Corn,0.36,291,Panema
138,Coffee,0.31,384,Guatemala
139,Corn,0.28,244,Panema
140,Coffee,0.33,418,Guatemala
141,Cocoa,1.94,354,Ivory Coast
142,Coffee,0.29,294,Guatemala
143,Wheat,0.49,49,Ghana
144,Coffee,0.34,469,Guatemala
145,Cocoa,1.91,484,Ivory Coast
146,Corn,0.28,185,Panema
147,Coffee,0.3,226,Guatemala
148,Cocoa,1.8,364,Ivory Coast
149,Corn,0.37,310,Panema
150,Coffee,0.3,277,Guatemala
151,Wheat,0.45,446,Ghana
152,Wheat,0.49,89,Ghana
153,Cocoa,1.92,355,Ivory Coast
154,Cocoa,1.9,48,Ivory Coast
155,Coffee,0.33,88,Guatemala
156,Wheat,0.47,457,Ghana
157,Cocoa,1.93,427,Ivory Coast
158,Wheat,0.46,184,Ghana
159,Cocoa,1.91,142,Ivory Coast
160,Wheat,0.45,435,Ghana
161,Coffee,0.29,197,Guatemala
162,Corn,0.28,240,Panema
163,Cocoa,1.86,83,Ivory Coast
164,Cocoa,1.91,201,Ivory Coast
165,Wheat,0.47,288,Ghana
166,Coffee,0.37,84,Guatemala
167,Wheat,0.41,147,Ghana
168,Wheat,0.44,135,Ghana
169,Coffee,0.35,492,Guatemala
170,Wheat,0.45,401,Ghana
171,Coffee,0.38,338,Guatemala
172,Corn,0.3,173,Panema
173,Cocoa,1.85,29,Ivory Coast
174,Cocoa,1.9,85,Ivory Coast
175,Wheat,0.5,112,Ghana
176,Cocoa,1.89,212,Ivory Coast
177,Coffee,0.36,73,Guatemala
178,Wheat,0.49,472,Ghana
179,Coffee,0.31,372,Guatemala
180,Wheat,0.44,30,Ghana
181,Wheat,0.46,285,Ghana
182,Coffee,0.38,201,Guatemala
183,Coffee,0.32,183,Guatemala
184,Corn,0.37,311,Panema
185,Corn,0.3,370,Panema
186,Corn,0.36,89,Panema
187,Corn,0.39,226,Panema
188,Coffee,0.31,43,Guatemala
189,Corn,0.33,200,Panema
190,Cocoa,1.89,398,Ivory Coast
191,Cocoa,1.96,128,Ivory Coast
192,Cocoa,1.93,387,Ivory Coast
193,Corn,0.3,220,Panema
194,Coffee,0.28,394,Guatemala
195,Cocoa,1.87,77,Ivory Coast
196,Cocoa,1.85,289,Ivory Coast
197,Coffee,0.39,12,Guatemala
198,Corn,0.29,476,Panema
199,Wheat,0.45,431,Ghana
